iter	MultiClass
567	0.02722399555
568	0.02718020951
569	0.02714369849
570	0.02709456152
571	0.02706172327
572	0.02698604982
573	0.02695029514
574	0.02690841846
575	0.02678161154
576	0.02672289086
577	0.02666257916
578	0.02655597898
579	0.02651891183
580	0.02646981883
581	0.02640253407
582	0.026379751
583	0.02634273133
584	0.02626143341
585	0.02619125076
586	0.02613373758
587	0.02595783447
588	0.02591590676
589	0.02587603034
590	0.02583904806
591	0.02578749495
592	0.02573328547
593	0.02567874592
594	0.02564585399
595	0.02557330427
596	0.02551874673
597	0.02546965861
598	0.02542616393
599	0.02537378605
600	0.02533516056
601	0.02527283491
602	0.02524325296
603	0.02520878135
604	0.02513049998
605	0.02509316716
606	0.02504712592
607	0.02496727125
608	0.02490467377
609	0.02486329044
610	0.02478543225
611	0.02475177246
612	0.02470987907
613	0.02466921489
614	0.02462486574
615	0.02456599397
616	0.0245203881
617	0.02446313444
618	0.02436459692
619	0.02426566577
620	0.02421881729
621	0.02417450594
622	0.0240917084
623	0.02404516049
624	0.023956542
625	0.02391490737
626	0.02386606185
627	0.02384232859
628	0.0238002649
629	0.02377974604
630	0.02374985992
631	0.02371437508
632	0.02367335578
633	0.02364388956
634	0.02362691457
635	0.02359007975
636	0.02355619025
637	0.02347282579
638	0.02343329294
639	0.02341076776
640	0.02334254851
641	0.02330323697
642	0.0232589381
643	0.02323042154
644	0.02320804752
645	0.02317887408
646	0.02310707045
647	0.02306402794
648	0.02298501858
649	0.02290472675
650	0.02286598697
651	0.02283502313
652	0.02279939991
653	0.0227688424
654	0.02270941715
655	0.02268905975
656	0.02263662157
657	0.02262014786
658	0.02259746048
659	0.02257599774
660	0.02255193673
661	0.02252536365
662	0.022483855
663	0.02246927586
664	0.0224053385
665	0.0223493589
666	0.02232975391
667	0.02227204664
668	0.0222212446
669	0.02218758798
670	0.0221670562
671	0.02212382026
672	0.02203054974
673	0.02200028797
674	0.02197805181
675	0.02193415958
676	0.02188745286
677	0.02184739155
678	0.0218149683
679	0.02177421873
680	0.02173453294
681	0.02172347598
682	0.02164870527
683	0.02162215318
684	0.02158371331
685	0.02155121706
686	0.02152236933
687	0.02147918562
688	0.02143689589
689	0.02138770433
690	0.02135205199
691	0.0213329854
692	0.02130014118
693	0.02128336915
694	0.02125410067
695	0.02121562207
696	0.02116894588
697	0.0211417144
698	0.0211216141
699	0.0210397993
700	0.02101701218
701	0.02098944079
702	0.02093809346
703	0.02091815964
704	0.02089250934
705	0.02086157769
706	0.02083102164
707	0.02080658452
708	0.02077763201
709	0.02074271146
710	0.02071229639
711	0.02065118067
712	0.02063040475
713	0.0205821291
714	0.02053201684
715	0.02049307441
716	0.0204493932
717	0.02041120867
718	0.02036362102
719	0.02033123725
720	0.02030895567
721	0.02028582977
722	0.02027169965
723	0.02025045618
724	0.0202129892
725	0.02017209164
726	0.02014287434
727	0.02012232612
728	0.02010033927
729	0.0200853965
730	0.0200429903
731	0.02001541766
732	0.02000062699
733	0.01996700743
734	0.01988527893
735	0.01986353773
736	0.01984699371
737	0.01982878158
738	0.01980060689
739	0.01976619809
740	0.01974425668
741	0.01970711997
742	0.01967649708
743	0.01966583816
744	0.01962680563
745	0.01958833842
746	0.0195476777
747	0.01949177607
748	0.01947312149
749	0.01944397269
750	0.01941523381
751	0.01938755155
752	0.01935411355
753	0.01932694284
754	0.01925684814
755	0.01922234504
756	0.01919905132
757	0.01916745649
758	0.01912987374
759	0.01911626307
760	0.01908334394
761	0.01904791234
762	0.01902354623
763	0.01898971365
764	0.01895526048
765	0.01892502066
766	0.01889599386
767	0.01885998412
768	0.01884316584
769	0.0187969031
770	0.01871577698
771	0.01869392789
772	0.01866869612
773	0.01863289813
774	0.01856618128
775	0.01854747379
776	0.01844379717
777	0.01838177625
778	0.01831868323
779	0.01830111372
780	0.01827302952
781	0.01822742576
782	0.01821268836
783	0.01817869274
784	0.01815460639
785	0.01813833435
786	0.0181036234
787	0.0180834316
788	0.01805713049
789	0.01804685558
790	0.01802232257
791	0.01798836294
792	0.01796565073
793	0.0179188089
794	0.01789202833
795	0.01786276107
796	0.01784546449
797	0.01782741872
798	0.0178188039
799	0.01778359179
800	0.01777089425
801	0.01775069744
802	0.01770809558
803	0.01768459831
804	0.01765219001
805	0.01762182818
806	0.01760063714
807	0.01757383145
808	0.01756441185
809	0.01753506274
810	0.01751686561
811	0.01750406988
812	0.0174895058
813	0.01746072299
814	0.01741530246
815	0.0173943942
816	0.01736245491
817	0.01732786649
818	0.01729078967
819	0.01726886448
820	0.01725565019
821	0.01723118254
822	0.0172141514
823	0.01718814336
824	0.01713572745
825	0.01711614627
826	0.0170505009
827	0.0169683903
828	0.01695393176
829	0.01693239054
830	0.01690248119
831	0.01686855387
832	0.01684685092
833	0.01682191713
834	0.01678326857
835	0.01670864509
836	0.0166838286
837	0.01663229612
838	0.01660087225
839	0.01655858879
840	0.01654306941
841	0.01651918648
842	0.01649125992
843	0.01645316373
844	0.01643214155
845	0.01641402302
846	0.01637699208
847	0.01636787748
848	0.0163601928
849	0.01634792142
850	0.01632718184
851	0.01630266466
852	0.01626006559
853	0.01622481838
854	0.01620763411
855	0.01618497885
856	0.01616142009
857	0.01614198275
858	0.01612650698
859	0.01610951189
860	0.01607556008
861	0.01603864704
862	0.01599988476
863	0.01599049244
864	0.01597426991
865	0.01593986095
866	0.01590702295
867	0.01588481492
868	0.01585228784
869	0.01582567392
870	0.01577448886
871	0.01574150886
872	0.01572401573
873	0.01569905092
874	0.0156621411
875	0.0156364285
876	0.01561287925
877	0.01559123011
878	0.01557212548
879	0.01555467374
880	0.01553566416
881	0.01551606034
882	0.01550808054
883	0.01548707643
884	0.01547011404
885	0.01543363721
886	0.01539830012
887	0.01537875371
888	0.01534359478
889	0.01532291288
890	0.01529842694
891	0.01528946373
892	0.01526208157
893	0.01523620174
894	0.01521464792
895	0.01519362923
896	0.01517856125
897	0.01516191407
898	0.01515391261
899	0.01512886106
900	0.01511380948
901	0.01509755504
902	0.01505758187
903	0.01504420408
904	0.01502377082
905	0.01500570392
906	0.01499046256
907	0.01496650418
908	0.0149517047
909	0.01493204576
910	0.01491971987
911	0.01490602824
912	0.01488534769
913	0.01486363439
914	0.01484484098
915	0.01481227955
916	0.01479297743
917	0.0147709595
918	0.01475836448
919	0.01474267159
920	0.01470359089
921	0.01468628017
922	0.01466486328
923	0.01465135392
924	0.01464010661
925	0.01461536654
926	0.01459413359
927	0.01456737583
928	0.01455120024
929	0.01453711785
930	0.01452540562
931	0.01450618718
932	0.01448254677
933	0.01446581428
934	0.01445131404
935	0.01442303182
936	0.01440671186
937	0.01438368011
938	0.0143702992
939	0.01434907081
940	0.0143322525
941	0.01430392048
942	0.01429822024
943	0.01428672946
944	0.01427366655
945	0.01426469158
946	0.0142505588
947	0.01421325633
948	0.01420425859
949	0.01419425119
950	0.01413835595
951	0.01412306544
952	0.0140921546
953	0.01407217386
954	0.01405857413
955	0.01404349903
956	0.01402523978
957	0.01401322491
958	0.01400463554
959	0.01397963616
960	0.01396647132
961	0.01395778584
962	0.01393588167
963	0.01392031056
964	0.01391100832
965	0.01389727358
966	0.01387655932
967	0.01384219567
968	0.01381531507
969	0.01377857889
970	0.01376886209
971	0.01374745854
972	0.0137366793
973	0.01371786585
974	0.01370211413
975	0.0136957864
976	0.01367906074
977	0.01366347389
978	0.01364014387
979	0.01362584337
980	0.01361850049
981	0.01356562295
982	0.01354723119
983	0.01352128701
984	0.01351233147
985	0.01350347227
986	0.01348967021
987	0.01347337485
988	0.01345818242
989	0.01343323055
990	0.01342141964
991	0.01341024165
992	0.01339902496
993	0.01338549937
994	0.01337297008
995	0.01335674295
996	0.01333866508
997	0.01332398369
998	0.01331741748
999	0.01330434959
